UID	DLCL-0001	DLCL-0002	DLCL-0003	DLCL-0004	DLCL-0005	DLCL-0006	DLCL-0007	DLCL-0008	DLCL-0009	DLCL-0010	DLCL-0011	DLCL-0012	DLCL-0013	DLCL-0014	DLCL-0015	DLCL-0016	DLCL-0017	DLCL-0018	DLCL-0020	DLCL-0021	DLCL-0023	DLCL-0024	DLCL-0025	DLCL-0026	DLCL-0027	DLCL-0028	DLCL-0029	DLCL-0030	DLCL-0031	DLCL-0032	DLCL-0033	DLCL-0034	DLCL-0036	DLCL-0037	DLCL-0039	DLCL-0040	DLCL-0041	DLCL-0042	DLCL-0048	DLCL-0049
110	2.264	1.289	0.984	NA	0.643	1.65	0.166	1.293	1.462	2.139	1.36	2.127	0.697	0.363	2.712	1.544	NA	1.853	2.184	0.382	1.254	1.441	0.405	1.792	1.383	NA	1.855	2.209	0.256	1.708	0.193	0.522	NA	NA	NA	NA	NA	-0.796	0.572	1.388
111	1.158	0.872	0.666	0.321	1.153	1.718	-0.003	0.623	0.917	0.748	0.044	-0.006	0.995	-0.15	0.294	0.901	NA	0.991	0.563	1.058	NA	0.318	0.619	0.524	-0.034	NA	0.225	0.53	-0.202	0.118	-0.761	0.202	NA	NA	NA	NA	NA	0.174	-0.341	1.341
113	-0.058	0.24	0.147	0.338	1.073	-0.456	-0.651	0.109	0.469	-0.028	0.201	-0.017	-2.17	0.9	0.585	0.121	NA	0.35	-0.122	0	-0.139	0.712	0.017	0.981	1.266	NA	0.536	-0.043	0.28	0.322	0.29	-0.213	NA	NA	NA	NA	NA	-0.451	NA	0.976
114	-0.935	-0.332	-0.023	NA	-0.19	-0.705	-1.018	-0.718	-0.096	-0.77	-0.783	-0.087	-0.309	0.339	0.451	-0.664	NA	-0.522	-1.161	-0.202	0.787	0.947	-0.013	0.706	1.202	NA	-0.847	-0.649	-1.106	-0.606	-0.579	-0.755	NA	NA	NA	NA	NA	-1.106	0.302	0.493
115	0.03	0.226	0.618	-0.401	1.107	-0.194	-0.072	-0.1	-0.517	0.613	-0.204	0.344	-0.193	1.023	0.363	-0.19	NA	0.452	-0.23	0.79	0.888	0.614	0.225	0.653	1.016	NA	-0.548	-0.309	-0.059	-0.54	-0.373	0.052	NA	NA	NA	NA	NA	-0.334	0.492	0.84
116	0.303	-0.828	0.811	NA	0.502	0.648	1.432	-0.617	1.529	0.741	0.695	0.566	-0.561	0.215	-1.897	-0.111	NA	0.849	0.538	1.53	0.134	-0.357	0.791	-0.106	-0.714	NA	-0.721	1.51	0.662	1.116	-0.424	0.759	NA	NA	NA	NA	NA	1.568	0.112	0.451
118	-1.096	-0.882	-0.983	NA	-0.31	-0.925	-0.683	-0.661	-0.127	-1.13	-1.027	-0.349	-0.966	-0.149	-0.434	-0.933	NA	-0.672	-0.824	-0.854	-0.619	-0.172	-0.349	-0.61	-0.798	NA	-0.386	-2.402	-0.637	-0.197	-1.139	-0.503	NA	NA	NA	NA	NA	-0.654	-1.31	-0.981
120	-0.788	-0.266	-0.079	NA	0.036	0.1	-1.695	-0.34	0.147	-0.381	0.211	0.71	-1.087	0.103	0.784	0.565	NA	-0.235	0.112	0.399	0.284	-0.093	0.279	1.7	-1.392	NA	-0.981	-0.479	-0.025	0.077	-1.485	-0.11	NA	NA	NA	NA	NA	-0.796	-0.495	-0.976
126	-0.952	-0.843	-1.279	-0.717	-0.377	-0.619	-0.175	-0.523	-0.188	-1.819	-0.934	-0.847	-0.896	-1.795	-1.437	-0.998	NA	-0.808	-0.993	-0.174	-1.585	-0.737	-0.778	-1.221	-1.143	NA	-0.588	-0.535	-0.264	-0.348	-0.763	-0.71	NA	NA	NA	NA	NA	0.947	-1.162	-1.014
127	-1.007	-1.971	-1.434	-1.024	-2.653	-0.664	0.105	-0.797	-1.113	-2.206	-2.135	-1.896	-2.407	-1.462	-1.457	-1.439	NA	-1.163	-1.63	1.002	-0.599	-2.102	-1.226	-1.674	-1.032	NA	-0.635	-0.791	-1.224	-1.436	-0.537	-1.811	NA	NA	NA	NA	NA	-0.202	-0.127	-1.392
128	0.183	-0.453	0.837	1.405	-0.648	0.857	1.469	-0.267	-0.498	0.223	-0.305	1.075	-2.585	1.43	0.493	0.01	NA	0.243	0.036	0.238	NA	1.322	0.942	1.1	0.965	NA	0.34	0.637	0.316	0.601	-0.878	-0.268	NA	NA	NA	NA	NA	-0.243	0	0.049
130	-1.543	-1.637	-1.177	-0.925	-1.108	-1.635	-1.16	-1.193	-1.06	-2.13	-0.603	-1.415	-0.995	-1.162	-0.839	-1.416	NA	-1.688	-1.991	-2.178	-0.485	-0.167	-0.585	-1.346	-0.807	NA	-0.331	-0.981	-1.222	-0.144	-0.477	-0.637	NA	NA	NA	NA	NA	-1.139	-1.217	-1.51
131	-0.284	-0.515	0.114	-0.248	-1.011	0.16	-0.275	-0.138	-0.716	-0.3	-0.776	-0.53	-0.133	0.138	-0.148	-0.326	NA	-0.357	-0.556	0.03	0.539	0.018	-0.187	0.416	0.311	NA	-0.634	-0.261	-0.147	-0.513	0.089	-0.097	NA	NA	NA	NA	NA	-0.109	0.575	0.111
132	0.737	-0.156	-0.142	0.112	-0.102	0.208	0.564	-0.206	-0.661	0.507	-1.176	-2.907	NA	-0.517	-0.566	-1.077	NA	-0.427	-3.375	-0.383	-0.182	-0.389	-0.244	-0.161	-0.642	NA	-0.233	0.364	-0.613	-0.051	0.037	0.13	NA	NA	NA	NA	NA	0.329	-0.308	-0.076
133	-1.19	-0.399	-0.759	-1.176	-0.461	-1.261	-0.436	0.105	-1.423	-0.519	-1.145	-0.663	-1.35	-0.23	-0.699	-1.507	NA	-0.697	-1.381	0.039	0.614	0.345	-0.306	0.092	0.735	NA	-1.025	-0.446	-1.018	-1.147	-0.384	-0.888	NA	NA	NA	NA	NA	-1.3	0.693	0.116
134	-0.276	-0.329	-0.206	-0.818	-0.404	-0.161	-1.319	-0.607	-0.041	-0.488	-0.343	-0.13	-0.365	0.268	0.411	-0.598	NA	-0.118	-0.741	-0.027	0.949	0.594	-0.1	1.425	0.138	NA	-0.544	-0.55	-0.263	-0.399	-0.475	-0.473	NA	NA	NA	NA	NA	-0.678	-0.244	0.686
135	NA	0.294	0.22	-0.427	0.553	0.218	-0.332	0.383	-0.759	4.736	0.037	1.119	2.515	0.343	-0.138	-0.04	NA	-0.149	-0.871	-0.515	0.807	1.352	-0.564	0.506	0.776	NA	0.266	-0.84	0.794	0.087	0.5	-0.25	NA	NA	NA	NA	NA	-1.059	0.381	0.312
136	-0.268	-0.356	-0.291	-0.335	-0.695	-0.014	-5.742	-0.231	0.134	-0.702	0.229	-0.134	0.368	0.379	0.48	-0.228	NA	-0.73	-0.646	-1.939	0.752	0.603	-0.125	0.746	-0.236	NA	-0.097	-0.553	0.036	-0.037	-0.2	-0.485	NA	NA	NA	NA	NA	0.526	-0.862	-0.206
137	2.151	0.214	-0.423	-1.11	-0.445	0.544	-0.666	-0.107	0.981	-0.282	0	0.633	1.364	0.593	1.969	-0.003	NA	-0.135	1.764	-0.716	1.202	0.753	-0.392	0.134	0.837	NA	-0.611	-0.933	0.523	0.234	-0.544	1.19	NA	NA	NA	NA	NA	1.248	-0.342	1.28
138	0.779	-0.339	0.023	-0.337	-0.47	-0.01	-0.891	0.044	-0.574	0.314	-0.639	-0.032	0.176	0.811	0.785	-0.206	NA	-0.111	-0.34	-0.092	0.762	0.29	0.014	0.5	-0.848	NA	-0.594	-1	0.119	0.24	0.06	-0.27	NA	NA	NA	NA	NA	0.204	-0.335	-0.479
139	0.137	0.088	-0.213	-0.114	0.537	0.141	-0.038	0.359	0.734	-0.284	0.145	0.117	-2.784	-0.436	0.111	-0.249	NA	0.028	-0.191	-0.907	0.759	0.267	0.299	1.013	0.619	NA	0.025	-0.453	-0.144	-0.078	1.029	0.572	NA	NA	NA	NA	NA	-0.033	0.352	0.267
140	0.039	-1.076	-0.678	-1.356	-0.431	-0.587	-0.395	-0.63	-0.534	-0.852	-0.642	-0.323	-0.524	0.048	-0.625	0.284	NA	-0.748	-0.962	-1.492	0.394	0.609	-0.584	0.589	-0.048	NA	-0.442	-0.466	0.454	-0.974	0.466	-0.393	NA	NA	NA	NA	NA	-0.946	-0.02	-0.365
141	-0.757	-0.351	-0.096	-0.095	0.144	-0.084	-0.094	-0.519	-0.621	0.055	-0.268	0.013	-0.302	-0.1	-0.539	-0.237	NA	-0.645	-0.404	0.475	0.23	0.17	-0.654	-0.43	0.06	NA	-0.362	-0.337	0.506	-0.612	0.293	-0.79	NA	NA	NA	NA	NA	0.022	0.289	-0.092
142	0.986	0.44	-0.068	1.073	0.118	0.951	1.138	0.623	0.641	0.673	-0.506	1.092	0.487	0.028	0.969	0.438	NA	0.413	0.824	1.364	-1.495	-0.426	0.587	0.246	NA	NA	1.126	0.911	0.773	0.103	-0.695	-0.911	NA	NA	NA	NA	NA	0.248	0.121	1.69
143	0.233	-0.231	-0.323	-0.584	-1.085	0.495	-0.494	0.721	1.373	0.126	-0.142	-0.341	-0.728	-0.971	0.628	-0.385	NA	0.028	-0.219	0.407	0.227	0.07	0.713	0.068	-0.15	NA	-0.36	-0.357	0.186	-0.383	0.867	-0.15	NA	NA	NA	NA	NA	0.228	0.214	-0.709
146	0.373	-0.682	0.872	-0.077	0.714	0.008	0.028	0.661	-0.552	0.09	0.127	0.285	0.814	1.082	0.284	0.384	NA	0.833	0.073	0.461	0.12	0.376	-0.289	0.353	0.637	NA	0.334	0.559	-0.371	0.083	-1.189	0.082	NA	NA	NA	NA	NA	-1.227	-0.515	0.046
147	-0.696	-1	-0.692	-0.099	-0.717	-1.209	-1.183	-1.335	-0.176	-2.672	-0.502	-1.556	-1.483	-0.756	-1.714	-0.97	NA	-1.365	-0.631	NA	-1.546	-0.601	-1.011	-1.398	-1.346	NA	0.351	-0.719	-0.17	0.111	-1.709	-0.788	NA	NA	NA	NA	NA	0.9	-0.911	-1.554
148	2.765	0.616	0.897	-2.223	0.738	1.602	0.75	1.156	0.022	0.391	1.849	1.149	0.353	0.58	1.103	2.179	NA	1.183	2.144	1.9	0.409	0.239	NA	1.261	0.613	NA	0.585	1.151	0.396	1.401	1.724	1.607	NA	NA	NA	NA	NA	0.412	0.276	0.652
150	-0.804	-0.285	0.014	-0.235	0.018	-0.584	-0.452	-0.885	0.114	-1.295	0.771	-0.381	0.871	-0.429	-0.7	0.031	NA	-0.986	-0.648	-0.163	-0.078	-0.446	NA	-0.91	-0.473	NA	0.637	-0.382	0.344	0.107	-0.847	-0.309	NA	NA	NA	NA	NA	1.736	-0.167	0.864
152	1.654	0.185	0.626	0.514	0.725	0.743	0.51	0.306	-0.169	1.141	2.01	0.944	0.244	0.526	0.368	0.26	NA	0.995	0.032	1.306	0.396	0.5	NA	0.374	-0.089	NA	-0.135	0.091	0.45	0.424	-0.567	0.065	NA	NA	NA	NA	NA	0.54	-0.483	1.172
153	1.985	1.274	1.763	1.086	2.591	2.146	1.571	1.759	3.135	2.937	0.853	1.908	0.654	0.754	1.29	1.132	NA	1.481	1.13	2.741	1.592	0.968	2.773	1.025	1.061	NA	0.189	1.172	0.81	0.84	0.787	1.788	NA	NA	NA	NA	NA	1.822	1.268	1.217
154	-0.329	0.057	-0.324	-0.395	-0.089	-0.267	0.466	-0.435	0.075	-0.156	-0.048	-0.022	0.082	0.36	0.163	-0.259	NA	-0.31	-0.263	-0.185	-0.111	0.07	-0.764	-0.016	-0.045	NA	-0.158	-0.503	-0.282	-0.011	-0.684	-0.1	NA	NA	NA	NA	NA	-1.491	-0.363	0.478
155	-0.463	0.024	-0.248	-0.487	0.219	0	-0.668	-0.103	0.482	-0.148	-0.267	-0.086	0.879	1.151	0.357	0.056	NA	-0.343	-0.271	-0.64	-1.237	0.165	-0.255	0.709	0.708	NA	0.073	0.392	0.656	-0.08	-2.227	-0.222	NA	NA	NA	NA	NA	-0.11	-0.601	0.11
156	-0.613	-0.006	0.159	-0.296	1.936	0.051	-0.708	-0.033	0.052	0.127	-0.269	-0.214	-0.297	0	0.099	0.01	NA	-0.235	0.048	0.09	0.807	0	-0.652	1.091	-0.214	NA	-0.401	-0.472	-0.311	0.011	-0.858	-0.087	NA	NA	NA	NA	NA	0.151	-0.533	-0.424
157	-1.507	-1.43	-1.487	-0.462	-0.431	-0.362	-0.49	-0.356	-0.294	-1.671	-0.38	-0.686	-2.203	-1.383	-0.71	-1.735	NA	-1.395	-1.14	-1.665	-2.404	-0.91	-1.495	-1.685	-0.585	NA	-0.259	-0.29	-0.406	-1.037	-1.439	-1.067	NA	NA	NA	NA	NA	-0.889	-2.019	-0.838
158	1.335	-0.574	-1.24	-1.001	-1.209	-0.675	-0.562	-0.256	-0.385	-1.471	-1.565	-0.628	-1.413	-1.231	-0.849	-0.868	NA	-1.167	-1.289	-0.742	-1.481	-0.761	-0.742	-1.111	-1	NA	0.137	-0.745	-1.757	-0.698	-0.831	-0.948	NA	NA	NA	NA	NA	-1.406	-1.135	-1.375
159	0.489	-0.26	0.755	-0.106	1.155	0.291	-0.333	0.252	0.959	0.114	0.879	0.482	0.245	0.682	-0.933	-0.348	NA	0.906	-0.308	-2.256	0.07	1.784	-0.163	1.009	1.107	NA	0.525	1.149	0.22	0.654	-3.382	-0.557	NA	NA	NA	NA	NA	-1.018	2.202	0.801
160	-1.221	-0.893	-0.379	-0.605	-0.833	-1.238	0.524	-0.26	-1.005	-1.379	-1.898	0.261	-0.344	-0.268	-1.564	-0.451	NA	-0.094	-1.36	1.455	-1.251	-0.591	-0.276	-1.723	-0.862	NA	0.227	0.353	0.192	-0.517	-1.381	-1.027	NA	NA	NA	NA	NA	-0.757	-0.857	-1.931
162	0	-0.473	-0.336	-0.356	-0.541	0.043	-0.491	-0.244	0.091	-0.477	0.187	-0.578	-0.891	-0.958	-0.533	-0.173	NA	-1.264	-0.227	-0.753	-0.282	-0.26	-0.142	0.784	-0.337	NA	0.045	-0.435	-0.714	0.639	-0.125	0.373	NA	NA	NA	NA	NA	0.369	-0.597	-0.832
163	-0.112	0.014	0.401	-0.097	1.376	-0.389	-0.68	-1.7	0.941	-0.711	0.296	-0.218	NA	0.98	0.936	-0.326	NA	0.066	-0.312	0.424	0.379	1.193	1.058	0.682	1.3	NA	-0.273	-0.476	0.837	0.206	1.111	-0.748	NA	NA	NA	NA	NA	-0.709	-0.322	0.029
164	1.241	1.705	0.848	1.281	1.503	1.83	0.109	0.409	1.326	0.41	1.381	0.885	1.104	1.408	1.566	2.382	NA	-0.034	1.974	0.716	1.303	1.585	0.734	2.054	2.459	NA	0.62	1.585	-0.1	0.79	-0.179	0.31	NA	NA	NA	NA	NA	-1.413	0.867	-0.144
165	0.232	-0.775	-0.366	-0.157	1.328	-0.89	-0.839	1.744	1.715	1.925	-0.94	-0.549	-1.361	-0.276	0.269	0.591	NA	-0.061	0.364	0.27	1.679	0.386	-0.25	2.008	0.783	NA	-0.354	-0.719	-0.481	0.927	3.131	0.025	NA	NA	NA	NA	NA	-0.91	-0.438	0.358
166	-1.959	-0.308	-0.351	-0.092	0.327	0.107	-1	-0.73	0.706	-0.075	-0.029	-0.026	NA	0.263	0.893	0.134	NA	0.18	-0.304	0.06	0.628	-0.617	0.404	1.027	1.212	NA	-0.927	-1.078	-0.472	-0.281	-0.943	0.133	NA	NA	NA	NA	NA	0.052	0	-0.678
167	0.901	-1.242	-0.907	0.73	0.468	0.098	0	0.524	1.452	-0.901	0.226	0.177	-4.346	-1.461	0.027	-1.725	NA	0.47	0.946	NA	-0.864	0.15	-0.023	-0.435	0.624	NA	-0.303	2.364	-0.698	-0.046	-2.086	-0.784	NA	NA	NA	NA	NA	0.674	-0.742	0.909
168	-1.267	-1.958	-2.037	-1.222	-3.003	-1.339	-1.408	-1.606	-0.137	-2.479	-0.852	-1.205	-2.105	-1.427	-1.463	-1.436	NA	-1.428	-1.41	-1.936	-2.109	-1.383	-0.985	-0.517	-1.259	NA	-0.513	-0.976	-1.252	-0.933	-1.007	-0.886	NA	NA	NA	NA	NA	-1.561	-2.13	-1.145
169	0.349	NA	0.488	0.038	-0.046	0.916	0.25	0.096	-0.357	-0.15	0.45	-0.432	0.396	-0.073	-0.911	0.123	NA	-0.545	-0.048	1.485	0.663	0.317	-0.521	0.173	-0.076	NA	-0.597	0.301	0.169	0.026	0.33	1.172	NA	NA	NA	NA	NA	0.222	0.672	-0.041
170	1.059	0.329	0.537	-0.02	1.256	0.371	0.069	0.449	0.818	0.22	0.053	-1.06	-0.38	-0.992	-0.483	-0.376	NA	0.549	-0.31	0	-0.354	-0.559	-0.575	-0.688	-0.336	NA	-0.357	0.74	-1.102	0.206	-0.496	-0.406	NA	NA	NA	NA	NA	0.09	0.44	0.09
171	-0.022	NA	0.257	-0.252	-0.096	0.22	-0.563	0.098	-0.563	-0.607	-1.023	0.014	-1.133	0.359	-0.139	-0.461	NA	-0.058	-0.082	-0.133	0.888	0.546	1.026	1.064	0.208	NA	-0.206	-0.431	0.476	-0.093	-0.379	-0.357	NA	NA	NA	NA	NA	0.212	0.766	0.429
172	0.142	-0.257	-0.234	0.127	0.681	0	-0.928	-0.017	0.401	-0.196	0.545	-0.784	-0.285	0.36	0.763	0.02	NA	0.738	-0.15	-0.447	0.502	0.541	0.286	1.273	0.97	NA	-0.097	-0.505	-0.682	-0.244	-0.268	0.174	NA	NA	NA	NA	NA	0.526	0.051	0.744
173	-0.47	NA	-0.049	-0.052	0.491	-0.431	-0.403	-0.246	-1.244	0.262	-1.213	-0.168	-0.777	-0.17	0.066	-0.197	NA	-0.335	-0.589	1.315	-0.913	-0.501	-0.173	-0.134	-0.181	NA	-0.621	0.212	-0.924	-0.393	-0.871	-0.658	NA	NA	NA	NA	NA	-0.344	-0.753	0.102
174	0.435	0.09	0.169	0.21	0.304	0.209	0.311	0.763	0.572	-0.055	-0.437	-0.697	-0.237	-0.761	-0.597	-0.217	NA	0.119	-0.622	0.736	-0.132	0.391	-0.182	0.385	-0.224	NA	0.055	0.379	-1.11	0.094	-0.55	0.361	NA	NA	NA	NA	NA	-0.209	-0.345	-0.163
176	-2.519	-2.427	-2.603	-1.909	-1.506	-2.37	-1.564	-2.045	-1.309	-2.614	-2.316	-2.232	-3.155	-2.676	-2.304	-1.585	NA	-1.823	-2.448	-2.305	-2.465	-1.519	-0.901	-1.77	-1.843	NA	-2.428	-1.799	-0.826	-1.783	-0.408	-1.516	NA	NA	NA	NA	NA	-2.219	-1.632	-2.36
177	-1.254	NA	-0.674	-0.766	-0.635	-0.713	-0.726	-1.232	-0.803	-1.247	-1.129	-1.233	-1.069	-0.977	-0.645	-0.975	NA	-0.766	-1.368	-1.076	-0.128	-0.649	-0.892	-0.238	-0.651	NA	-0.365	-0.612	-0.086	-0.72	-0.552	-0.855	NA	NA	NA	NA	NA	-0.946	0.304	-0.527
178	-0.536	-0.124	-0.162	-0.253	0.824	0.032	-0.494	-0.438	-0.126	-0.061	-0.237	-0.536	-0.249	0.874	0.227	-0.092	NA	-0.109	-0.375	-0.126	0.706	0.762	-0.178	0.875	0.263	NA	-0.319	-0.585	-0.459	0.454	-0.104	-0.26	NA	NA	NA	NA	NA	-0.085	-0.721	-0.83
180	-0.252	-0.365	-0.269	-0.33	0.064	0.098	-0.951	-0.134	0.719	-0.173	-0.652	0.098	0.198	-0.009	0.438	-0.046	NA	-0.283	-0.434	0.015	-0.28	-0.442	0.181	0.311	-0.687	NA	-0.809	-2.164	-0.423	-0.25	-0.107	-0.356	NA	NA	NA	NA	NA	-0.54	-1.445	-1.174
181	-0.713	-0.428	0.28	-0.321	-0.947	-0.846	-0.313	-0.117	0.092	-0.187	0.027	0.482	-1.036	-0.095	-0.336	0.189	NA	-0.201	0.338	0.206	0.692	0.523	-0.056	1.114	0	NA	0.139	0.805	-0.292	0.077	0.433	-0.086	NA	NA	NA	NA	NA	1.02	0.01	-0.807
182	0.213	-0.534	0.012	-0.158	0.033	0.101	-0.866	-0.468	-0.555	1.851	-0.824	0.449	-0.834	0.319	0.183	-0.319	NA	0.221	-0.105	-0.096	0.524	0.353	-0.175	0.22	1.811	NA	0.188	-0.421	0.217	-0.288	-0.787	-0.43	NA	NA	NA	NA	NA	-0.039	0.217	0.067
183	-1.212	-0.699	-1.713	-0.861	-1.448	-0.955	-0.441	-0.834	-0.601	-1.829	-0.732	-1.553	-1.449	-1.339	-1.591	-1.114	NA	-1.277	-1.344	-1.473	-1.21	-1.041	-1.252	-0.959	-0.98	NA	-0.65	-0.35	-0.408	-0.907	-0.894	-0.715	NA	NA	NA	NA	NA	-0.154	-0.746	-1.832
184	-1.419	-0.652	-1.782	-1.061	-1.544	-1.399	-0.617	-1.146	-0.811	-1.86	-1.117	-1.71	-0.989	-2.332	-1.847	-1.498	NA	-1.19	-1.556	-1.324	-1.17	-0.51	-1.48	-1.027	-0.964	NA	-0.561	-0.534	-0.533	-1.457	-0.741	-0.898	NA	NA	NA	NA	NA	-0.454	-0.737	-1.57
185	-0.515	0.144	-0.628	-0.274	-0.28	-0.526	-0.425	0.07	0.405	-1.117	-0.029	-0.741	-0.288	-0.444	-0.757	-0.294	NA	-0.784	-0.471	-0.094	0.076	-0.845	-0.576	-0.415	-0.717	NA	-0.601	-0.699	0.121	-0.483	-0.253	-0.403	NA	NA	NA	NA	NA	0.041	-0.313	-1.212
186	-0.72	-0.109	0.42	1.035	1.012	0.195	0.419	-0.019	0.158	-1.188	-0.069	-0.064	-0.355	-0.582	0.496	-0.982	NA	0.463	-0.384	0.351	-0.678	0.23	-0.568	-0.682	0.031	NA	0.98	0.747	0.509	0.367	-0.154	-0.604	NA	NA	NA	NA	NA	0.246	-0.723	-0.753
187	0	0.934	-0.202	0.491	0.088	0.438	0.482	-0.442	0.076	-1	0.294	-0.408	-0.214	-0.257	-0.567	-0.136	NA	-0.159	-0.075	0.374	0.574	0.237	0.276	0.665	0.084	NA	0.723	0.259	1.038	0.009	0.135	0.093	NA	NA	NA	NA	NA	1.345	0.227	0.085
188	-0.161	0.603	0.697	-0.504	0.44	-0.173	0.412	0.304	-0.472	0.638	-0.658	0.444	0.356	-0.084	0.028	-0.678	NA	0.541	-0.005	0.416	-0.415	0.382	0.127	0.715	0.355	NA	-0.336	0.01	0.581	-0.232	-0.251	-0.124	NA	NA	NA	NA	NA	-1.944	0.502	-0.341
189	-0.322	0.354	-0.724	-0.491	0.437	-0.625	-0.547	-0.31	-0.231	-1.005	0.147	-0.123	-3.026	0.201	-0.445	-0.089	NA	-0.678	-0.616	NA	0.093	0.175	-0.026	1.394	0.332	NA	0.029	-0.606	0.513	0.2	0.248	-0.442	NA	NA	NA	NA	NA	-2.75	-0.867	-0.17
190	-0.181	0.018	-1.576	0.568	-0.032	-0.072	-0.205	0.255	0.049	-0.728	-0.66	NA	0.295	-1.217	-0.131	0.395	NA	-1.307	-0.935	0.22	-0.222	-0.301	-0.289	0.507	-0.675	NA	1.488	-0.664	0.55	-0.217	0.383	-0.18	NA	NA	NA	NA	NA	0.98	0.076	-0.67
191	0.77	0.569	0.337	0.02	0.331	-0.04	-0.019	0.276	-0.073	0.368	0.849	0.097	1.243	NA	0.248	0.719	NA	0.781	0.044	-2.722	0.678	0.709	-0.085	0.921	0.938	NA	0.571	0.199	0.46	0.246	0.166	-0.04	NA	NA	NA	NA	NA	-0.626	0.05	0.229
192	0.066	-0.501	-1.507	-0.272	0.12	-0.888	-3.047	-0.333	-0.672	-0.499	-0.19	NA	-0.045	0.136	0.216	-0.358	NA	-0.037	-0.69	0.785	-0.399	-1.152	-0.314	0.476	-1.564	NA	-0.501	-1.158	-0.16	-0.599	-0.563	-0.485	NA	NA	NA	NA	NA	-0.61	-0.173	-0.573
193	-0.422	-0.397	0.374	0.272	-0.505	0.278	0.74	0.063	0.015	-0.032	0.051	-0.22	-0.018	-0.154	-0.591	0.343	NA	-0.253	0.032	0.042	-0.453	1.222	0.158	-0.876	0.309	NA	0.179	0.417	0.731	-0.231	-0.256	0.076	NA	NA	NA	NA	NA	1.008	-0.022	-0.176
195	-0.866	-0.269	0.332	-0.602	-0.346	-0.196	-0.662	0.108	-0.246	-0.087	-0.049	0.132	NA	-0.014	0.489	0.203	NA	-0.104	-0.004	0.184	0.556	0.541	0.351	0.324	0.99	NA	-0.749	-0.473	-0.273	-0.41	-0.15	-0.096	NA	NA	NA	NA	NA	0.014	0.166	0.342
197	1.256	-0.791	-0.484	1.023	0.568	-0.688	0.224	0.818	1.594	-0.739	-0.669	-0.446	NA	0.013	-0.07	-0.835	NA	1.151	0.057	-1.871	-0.329	0.473	0.859	-0.685	0.112	NA	0.005	-0.407	-1.195	-0.389	-0.051	0.701	NA	NA	NA	NA	NA	1.027	-0.649	-0.655
205	0.011	-0.681	-0.402	0.199	0.301	-0.559	-0.557	-0.106	0.691	-0.737	-0.834	-0.34	-1.963	0.378	0.096	-0.822	NA	-0.426	-0.615	-1.094	0.483	0.908	0.617	0.386	0.921	NA	0.05	-0.322	-0.779	-0.045	-0.296	0.019	NA	NA	NA	NA	NA	-0.513	0.411	0.537
206	-0.369	-0.824	-0.926	-0.522	0.566	-0.596	-1.288	-0.048	-0.485	-0.652	0.131	-0.421	-0.072	-0.502	-0.278	-0.355	NA	-0.102	-0.919	-0.358	-0.131	0.107	-0.265	-0.088	-0.454	NA	0.251	-0.447	-0.515	-0.011	-1.455	-0.082	NA	NA	NA	NA	NA	-0.699	-0.921	-0.889
208	-1.017	-0.256	-0.854	-0.516	-0.295	-0.864	-1.689	-0.153	-1.106	-0.753	-0.103	-0.349	-0.972	0.205	0.196	-0.441	NA	-0.65	-0.819	-0.576	0.609	0.093	-0.254	0.081	0.465	NA	-0.35	-0.428	-0.131	-0.322	-0.752	-0.64	NA	NA	NA	NA	NA	-1.574	-0.009	0.068
209	-1.879	-1.418	-0.751	-0.949	-0.682	-0.948	-0.109	-0.824	-0.665	-1.563	-1.127	-0.818	-2.139	-1.129	-0.434	-1.005	NA	-0.396	-1.162	-1.868	-0.401	-0.705	-0.348	-1.333	-0.76	NA	-0.523	-0.816	-0.881	-0.68	-0.554	-0.334	NA	NA	NA	NA	NA	-0.901	-0.033	-0.792
210	0	-1.467	-0.253	-0.446	0.428	-0.354	-1.265	0.075	0.032	0.205	-0.455	0.605	0.242	-0.479	0.57	0.565	NA	-0.038	0.487	0.482	-0.222	-0.322	-0.219	0.632	-0.874	NA	-0.319	0	-0.451	-0.351	-0.538	-0.334	NA	NA	NA	NA	NA	-1.137	-0.382	-0.453
211	-0.481	-0.379	0.104	0.481	0.491	-0.15	0.053	-1.258	0.94	-0.423	-1.271	-0.373	-0.837	0.839	0.17	-0.852	NA	0.664	-0.507	-0.889	-0.926	0.263	0.547	1.047	-0.585	NA	0.778	0.28	0.07	-0.354	-0.036	-0.278	NA	NA	NA	NA	NA	-1.567	2.051	0.273
212	0.374	-0.624	0	-0.234	-0.686	-0.517	-0.219	-0.325	-0.042	0.136	0.219	0.098	0.637	0.303	0.35	0.343	NA	0.262	-0.248	0.222	-1.524	0.363	0.118	0.872	0.026	NA	-0.419	-0.807	-0.481	0.447	-0.336	0.145	NA	NA	NA	NA	NA	-0.75	0.366	0.217
213	-0.34	-0.292	-0.152	0.117	0.051	-0.065	0.561	-0.759	-0.285	-0.818	-0.568	-0.429	-0.351	-0.209	-1.117	0.401	NA	-0.215	-0.047	-0.163	0.353	-0.338	-0.017	-0.539	-0.057	NA	-0.115	-0.018	0.369	-0.21	-0.087	-0.825	NA	NA	NA	NA	NA	0.742	0.356	0.212
