"","Description","Symbol","pvalue","Pval.Test","fold","Fold.Test"
"1416276_a_at","ribosomal protein S4, X-linked","Rps4x",2.15091628308935e-09,TRUE,4.63139430142243,TRUE
"1416277_a_at","ribosomal protein, large, P1","Rplp1",6.89413075248933e-06,TRUE,1.66545677931917,TRUE
"1416278_a_at","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit","Atp5o",1.14800918414221e-08,TRUE,4.84750017705447,TRUE
"1416282_at","proteasome (prosome, macropain) 26S subunit, ATPase 3","Psmc3",2.95750562819451e-09,TRUE,3.99301555150005,TRUE
"1416283_at","phosphoribosylglycinamide formyltransferase","Gart",2.17731229379122e-06,TRUE,2.86233710320158,TRUE
"1416284_at","mitochondrial ribosomal protein L28","Mrpl28",1.77402242940728e-08,TRUE,2.23426783496832,TRUE
"1416285_at","NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1","Ndufc1",3.43388650115792e-07,TRUE,1.96181510862265,TRUE
"1416288_at","DnaJ (Hsp40) homolog, subfamily A, member 1","Dnaja1",1.30534996240604e-09,TRUE,1.53943311492954,TRUE
"1416289_at","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1","Plod1",4.13462390549107e-08,TRUE,1.89646810533797,TRUE
"1416290_a_at","proteasome (prosome, macropain) 26S subunit, ATPase, 4","Psmc4",2.78066942625804e-08,TRUE,3.94194485432791,TRUE
"1416291_at","proteasome (prosome, macropain) 26S subunit, ATPase, 4","Psmc4",6.49914269154503e-08,TRUE,3.34813609162453,TRUE
"1416292_at","peroxiredoxin 3","Prdx3",9.39032624497317e-07,TRUE,4.78493195888432,TRUE
"1416298_at","matrix metallopeptidase 9","Mmp9",0.00212903386808081,TRUE,-1.60304710012612,TRUE
"1416299_at","Shc SH2-domain binding protein 1","Shcbp1",1.55836431337989e-09,TRUE,3.55917676685768,TRUE
"1416304_at","LPS-induced TN factor","Litaf",0.00095554969626217,TRUE,1.40514958034098,TRUE
"1416309_at","nucleolar and spindle associated protein 1","Nusap1",4.94373972515802e-16,TRUE,1.9611824421423,TRUE
"1416311_s_at","tubulin, alpha 3B///tubulin, alpha 3A","Tuba3b///Tuba3a",8.97232314048836e-07,TRUE,2.07057492221928,TRUE
"1416312_at","arginyl-tRNA synthetase","Rars",2.11119426268014e-10,TRUE,3.64897298535044,TRUE
"1416313_at","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11","Mllt11",1.0495320313387e-10,TRUE,-1.03043577778893,TRUE
"1416317_a_at","STAM binding protein","Stambp",1.74850627937297e-05,TRUE,-1.1465631689133,TRUE
"1416320_at","SEC22 vesicle trafficking protein homolog A (S. cerevisiae)","Sec22a",2.99749305294506e-07,TRUE,1.70295934915361,TRUE
"1416322_at","proline arginine-rich end leucine-rich repeat","Prelp",1.0835285626613e-05,TRUE,2.87088245205392,TRUE
"1416323_at","potassium channel tetramerisation domain containing 20","Kctd20",3.14512996640415e-05,TRUE,-1.11745923940555,TRUE
"1416324_s_at","potassium channel tetramerisation domain containing 20","Kctd20",2.17167905069559e-05,TRUE,-1.7749131099416,TRUE
"1416327_at","ubiquitin-fold modifier conjugating enzyme 1","Ufc1",2.87041043178009e-08,TRUE,3.00892750458623,TRUE
"1416334_at","WW domain-containing oxidoreductase","Wwox",0.000166026922005173,TRUE,2.52184411275419,TRUE
"1416335_at","macrophage migration inhibitory factor","Mif",2.03786212721495e-07,TRUE,3.23525542356491,TRUE
"1416337_at","ubiquinol-cytochrome c reductase binding protein","Uqcrb",1.0814697691633e-07,TRUE,2.46449263007629,TRUE
"1416338_at","SH3-domain GRB2-like 1","Sh3gl1",7.59173002319457e-12,TRUE,2.95594171011543,TRUE
"1416339_a_at","protein kinase C substrate 80K-H","Prkcsh",1.91585163663585e-07,TRUE,1.34618711051713,TRUE
"1416340_a_at","mannosidase 2, alpha B1","Man2b1",1.00353439747272e-07,TRUE,3.76850755209332,TRUE
"1416344_at","lysosomal-associated membrane protein 2","Lamp2",9.10497269911783e-05,TRUE,2.12961527909283,TRUE
"1416347_at","multiple endocrine neoplasia 1","Men1",4.01926416723542e-07,TRUE,2.29297542159572,TRUE
"1416348_at","multiple endocrine neoplasia 1","Men1",1.29222967075095e-06,TRUE,2.87127152086223,TRUE
"1416349_at","mitochondrial ribosomal protein L34","Mrpl34",5.82515909282466e-12,TRUE,1.87115434983278,TRUE
"1416351_at","mitogen-activated protein kinase kinase 1","Map2k1",3.51198020504406e-10,TRUE,-1.05714617932603,TRUE
"1416352_s_at","trans-2,3-enoyl-CoA reductase","Tecr",1.43353447065837e-10,TRUE,2.48401883306407,TRUE
"1416358_at","major facilitator superfamily domain containing 10","Mfsd10",7.40336072601531e-05,TRUE,-1.120382214936,TRUE
"1416360_at","sorting nexin 18","Snx18",0.000501942453541629,TRUE,-1.02723536810308,TRUE
"1416362_a_at","FK506 binding protein 4","Fkbp4",0.00303550670527675,TRUE,1.11542353426634,TRUE
"1416365_at","heat shock protein 90 alpha (cytosolic), class B member 1","Hsp90ab1",1.7301887960955e-07,TRUE,-1.04367325360484,TRUE
"1416366_at","NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2","Ndufc2",5.60992985458893e-09,TRUE,1.92940149440024,TRUE
"1416368_at","glutathione S-transferase, alpha 4","Gsta4",2.17047026872653e-11,TRUE,4.00676961706917,TRUE
"1416373_at","nitrogen fixation gene 1 (S. cerevisiae)","Nfs1",2.14877996038878e-10,TRUE,-1.25018613914403,TRUE
"1416376_at","transmembrane protein 97","Tmem97",1.60045597533522e-08,TRUE,4.52627305186192,TRUE
"1416378_at","polynucleotide kinase 3'- phosphatase","Pnkp",1.42263388096873e-06,TRUE,2.13379820228159,TRUE
"1416379_at","pannexin 1","Panx1",5.47283460347566e-13,TRUE,4.73774439695625,TRUE
"1416380_at","Moloney leukemia virus 10","Mov10",0.00650467719176864,TRUE,-1.08153188262594,TRUE
"1416381_a_at","peroxiredoxin 5","Prdx5",2.29812751363955e-08,TRUE,2.8122565712584,TRUE
"1416384_a_at","coatomer protein complex, subunit epsilon","Cope",9.83139235929957e-09,TRUE,2.30538228313688,TRUE
"1416385_a_at","mannose-6-phosphate receptor, cation dependent","M6pr",6.27824368844859e-09,TRUE,3.0714427341881,TRUE
"1416392_a_at","ATPase, H+ transporting, lysosomal V0 subunit C","Atp6v0c",3.38521532628373e-12,TRUE,2.51195386255581,TRUE
"1416393_at","EMG1 nucleolar protein homolog (S. cerevisiae)","Emg1",1.22905480257437e-06,TRUE,4.68635851469311,TRUE
"1416394_at","BCL2-associated athanogene 1","Bag1",1.53726632297343e-07,TRUE,4.06449943077362,TRUE
"1416399_a_at","heme oxygenase (decycling) 2","Hmox2",7.19677720556626e-10,TRUE,2.11451063254165,TRUE
"1416400_at","pyrroline-5-carboxylate reductase-like","Pycrl",4.15146882492076e-07,TRUE,1.68702117361538,TRUE
"1416404_s_at","ribosomal protein S16, pseudogene 2///ribosomal protein S16","Rps16-ps2///Rps16",2.3776482225521e-08,TRUE,1.84121237595618,TRUE
"1416405_at","biglycan","Bgn",2.36412034732105e-06,TRUE,1.23360910108658,TRUE
"1416410_at","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3","Pafah1b3",4.84901734749153e-07,TRUE,2.75577954156711,TRUE
"1416417_a_at","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7","Ndufb7",5.08702406870163e-07,TRUE,5.2978464103691,TRUE
"1416420_a_at","ribosomal protein L9","Rpl9",4.95869657697012e-05,TRUE,3.65115219716785,TRUE
"1416421_a_at","Sjogren syndrome antigen B","Ssb",0.00128734446250894,TRUE,-1.20335962615242,TRUE
"1416422_a_at","Sjogren syndrome antigen B","Ssb",4.89633635713579e-12,TRUE,1.84097037975001,TRUE
"1416423_x_at","Sjogren syndrome antigen B","Ssb",6.65948003426251e-10,TRUE,1.61259845198468,TRUE
"1416424_at","perilipin 3","Plin3",1.99374080144977e-07,TRUE,-1.40605909688671,TRUE
"1416428_at","THAP domain containing 11","Thap11",1.06116967666676e-08,TRUE,1.92072107155116,TRUE
"1416431_at","tubulin, beta 6 class V","Tubb6",1.28713247159749e-10,TRUE,2.40647758536576,TRUE
"1416433_at","replication protein A2","Rpa2",2.09991061726875e-05,TRUE,4.9251604630092,TRUE
"1416436_a_at","ubiquinol-cytochrome c reductase complex chaperone, CBP3 homolog (yeast)","Uqcc",4.71379961857323e-08,TRUE,1.25878700299257,TRUE
"1416438_at","poly-U binding splicing factor 60","Puf60",3.16033751942529e-07,TRUE,4.32487432858117,TRUE
"1416440_at","CD164 antigen","Cd164",5.24528208433044e-13,TRUE,-1.04024200552517,TRUE
"1416444_at","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2","Elovl2",0.00142018718296716,TRUE,-1.25597044410197,TRUE
"1416445_at","family with sequence similarity 98, member A","Fam98a",4.3003963035102e-12,TRUE,3.71792069077044,TRUE
"1416446_at","transmembrane protein 30A","Tmem30a",8.66330981607368e-09,TRUE,-1.00568599584836,TRUE
"1416448_at","inosine triphosphatase (nucleoside triphosphate pyrophosphatase)","Itpa",1.51180478208368e-06,TRUE,2.61678743994043,TRUE
"1416449_x_at","syntaxin binding protein 2","Stxbp2",3.22543736715418e-11,TRUE,2.64770294551584,TRUE
"1416458_at","ADP-ribosylation factor 2","Arf2",4.79119933135384e-05,TRUE,1.67619905662721,TRUE
"1416462_at","cell cycle associated protein 1","Caprin1",9.4998611100233e-10,TRUE,1.04435067198456,TRUE
"1416471_at","choline/ethanolaminephosphotransferase 1","Cept1",1.27131987661913e-11,TRUE,-1.10095196022499,TRUE
"1416477_at","ubiquitin-conjugating enzyme E2D 2A","Ube2d2a",9.00682301274726e-07,TRUE,-1.38434456442937,TRUE
"1416478_a_at","malate dehydrogenase 2, NAD (mitochondrial)","Mdh2",1.69036572133379e-09,TRUE,3.81573026378952,TRUE
"1416479_a_at","transmembrane protein 14C","Tmem14c",3.61791475810956e-10,TRUE,1.23534422814387,TRUE
"1416480_a_at","predicted gene 9790///HIG1 domain family, member 1A","Gm9790///Higd1a",3.21063587811394e-09,TRUE,2.11351598201464,TRUE
"1416483_at","tetratricopeptide repeat domain 3","Ttc3",7.24709791981033e-09,TRUE,-1.92448175737221,TRUE
"1416484_at","tetratricopeptide repeat domain 3","Ttc3",0.000109821547394858,TRUE,-1.2077516240867,TRUE
"1416486_at","aminoacyl tRNA synthetase complex-interacting multifunctional protein 1","Aimp1",8.9484328122317e-08,TRUE,2.40259303360581,TRUE
"1416494_at","NADH dehydrogenase (ubiquinone) Fe-S protein 5","Ndufs5",1.59428123677326e-12,TRUE,2.18628949109266,TRUE
"1416495_s_at","NADH dehydrogenase (ubiquinone) Fe-S protein 5","Ndufs5",1.02065923562316e-07,TRUE,1.70325450598425,TRUE
"1416497_at","protein disulfide isomerase associated 4","Pdia4",3.39893736982621e-05,TRUE,1.63012192601929,TRUE
"1416499_a_at","dynactin 6","Dctn6",1.33544772906578e-07,TRUE,2.06208276378082,TRUE
"1416501_at","3-phosphoinositide dependent protein kinase 1","Pdpk1",7.48467092391283e-11,TRUE,-1.69598292335947,TRUE
"1416504_at","unc-51 like kinase 1","Ulk1",0.00656623244015935,TRUE,-1.42665961660935,TRUE
"1416506_at","proteasome (prosome, macropain) subunit, alpha type 6","Psma6",3.1686896629001e-10,TRUE,3.11244709313224,TRUE
"1416510_at","mitochondrial ribosomal protein L4","Mrpl4",1.71845384897289e-07,TRUE,2.62287786730771,TRUE
"1416512_at","nucleotide binding protein 2","Nubp2",1.15654682316594e-09,TRUE,2.54489034818666,TRUE
"1416513_at","laminin, beta 2","Lamb2",0.00177739666235532,TRUE,1.11677820498433,TRUE
"1416514_a_at","fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)","Fscn1",0.000874827144365727,TRUE,2.24359894790449,TRUE
"1416519_at","ribosomal protein L36","Rpl36",9.565517878254e-08,TRUE,3.18260355371418,TRUE
"1416520_x_at","ribosomal protein L36","Rpl36",2.83889957987345e-06,TRUE,4.04920176290938,TRUE
"1416522_a_at","gene rich cluster, C10 gene","Grcc10",6.95590443983727e-05,TRUE,1.24979092467187,TRUE
"1416526_a_at","Parkinson disease (autosomal recessive, early onset) 7","Park7",1.16863302651223e-10,TRUE,3.44394983452777,TRUE
"1416528_at","SH3 domain binding glutamic acid-rich protein-like 3","Sh3bgrl3",1.28178006344816e-09,TRUE,2.48680610254444,TRUE
"1416530_a_at","purine-nucleoside phosphorylase","Pnp",9.9071678185415e-08,TRUE,-1.31702616682815,TRUE
"1416531_at","glutathione S-transferase omega 1","Gsto1",0.000575633398202394,TRUE,1.09926260088821,TRUE
"1416533_at","EGL nine homolog 2 (C. elegans)","Egln2",9.4032505682973e-07,TRUE,1.24341250197404,TRUE
"1416536_at","melanoma associated antigen (mutated) 1","Mum1",0.000309587964996248,TRUE,1.01992313073493,TRUE
"1416538_at","sialic acid acetylesterase","Siae",0.000121860068883523,TRUE,1.52444448365268,TRUE
"1416540_at","HGF-regulated tyrosine kinase substrate","Hgs",1.18268092733689e-05,TRUE,1.51785523899971,TRUE
"1416541_at","ClpB caseinolytic peptidase B","Clpb",1.25483414032714e-13,TRUE,3.98432572215897,TRUE
"1416542_at","PHD finger protein 1","Phf1",0.000321980478887371,TRUE,-1.05853764089666,TRUE
"1416545_at","zinc finger, DHHC domain containing 7","Zdhhc7",1.57592009468455e-07,TRUE,-1.31172096149216,TRUE
"1416546_a_at","ribosomal protein L6","Rpl6",3.58122729513701e-08,TRUE,3.94938484398296,TRUE
"1416547_at","NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3","Ndufb3",1.25384888695854e-14,TRUE,2.45592872476631,TRUE
"1416548_at","solute carrier family 35, member B4","Slc35b4",1.27086255056154e-05,TRUE,1.16644290317948,TRUE
"1416549_at","solute carrier family 35, member B4","Slc35b4",6.30525655246693e-10,TRUE,1.72299749158166,TRUE
"1416552_at","developmental pluripotency associated 5A","Dppa5a",1.10793948412269e-08,TRUE,2.3248510105046,TRUE
"1416554_at","PDZ and LIM domain 1 (elfin)","Pdlim1",2.36850891043906e-09,TRUE,-1.40066125491366,TRUE
"1416556_at","tetraspanin 31","Tspan31",4.95682678425708e-06,TRUE,3.23871118241709,TRUE
"1416557_a_at","elongation factor Tu GTP binding domain containing 2","Eftud2",1.97627117507876e-06,TRUE,2.35555327287899,TRUE
"1416558_at","maternal embryonic leucine zipper kinase","Melk",1.02837594265969e-09,TRUE,1.54399185107755,TRUE
"1416559_at","ribosomal RNA processing 8, methyltransferase, homolog (yeast)","Rrp8",2.66094033719611e-07,TRUE,2.23248910564371,TRUE
"1416564_at","SRY-box containing gene 7","Sox7",0.0356972722275027,TRUE,-1.15962969127554,TRUE
"1416565_at","cytochrome c oxidase, subunit VIb polypeptide 1","Cox6b1",3.96378869690829e-12,TRUE,1.30592150442186,TRUE
"1416567_s_at","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit","Atp5e",4.34805789799538e-08,TRUE,3.33500967182897,TRUE
"1416569_at","actin-like 6A","Actl6a",2.38032793260615e-07,TRUE,1.00751206485318,TRUE
"1416574_at","TOX high mobility group box family member 4","Tox4",2.30976683865429e-05,TRUE,5.24340618176602,TRUE
"1416576_at","suppressor of cytokine signaling 3","Socs3",1.27185555923966e-05,TRUE,2.58716976963607,TRUE
"1416580_a_at","STIP1 homology and U-Box containing protein 1","Stub1",2.92128004601417e-11,TRUE,2.25841969708832,TRUE
"1416582_a_at","BCL2-associated agonist of cell death","Bad",0.000611237643068017,TRUE,2.50279326925871,TRUE
"1416583_at","BCL2-associated agonist of cell death","Bad",0.0015391181574745,TRUE,1.7688269567108,TRUE
"1416584_at","mannosidase 2, alpha B2","Man2b2",0.0134154459711145,TRUE,-1.37430759507502,TRUE
"1416587_a_at","X-ray repair complementing defective repair in Chinese hamster cells 1","Xrcc1",2.45698608658738e-07,TRUE,1.48725258193543,TRUE
"1416588_at","protein tyrosine phosphatase, receptor type, N","Ptprn",0.0331852368405938,TRUE,-1.37280177589144,TRUE
"1416592_at","glutaredoxin","Glrx",2.51134168765549e-11,TRUE,1.92291548038876,TRUE
"1416593_at","glutaredoxin","Glrx",1.35898239829037e-11,TRUE,1.3284787291171,TRUE
"1416595_at","mitochondrial ribosomal protein S22","Mrps22",4.32777194612485e-09,TRUE,3.09888678865577,TRUE
"1416596_at","solute carrier family 44, member 4","Slc44a4",1.50817099961405e-07,TRUE,1.71982324566455,TRUE
"1416597_at","hepatoma-derived growth factor, related protein 2","Hdgfrp2",4.65306463460402e-10,TRUE,4.12841002774016,TRUE
"1416599_at","GLIS family zinc finger 2","Glis2",0.000374683707330378,TRUE,-1.67860315377591,TRUE
"1416600_a_at","regulator of calcineurin 1","Rcan1",0.00189839661004465,TRUE,-1.12106788663768,TRUE
"1416602_a_at","RAD52 homolog (S. cerevisiae)","Rad52",5.4179655404969e-08,TRUE,2.12127736141425,TRUE
"1416603_at","ribosomal protein L22","Rpl22",3.67975918877729e-07,TRUE,1.853227769801,TRUE
"1416604_at","cytochrome c-1","Cyc1",9.10626255983458e-10,TRUE,1.8542757478333,TRUE
"1416605_at","NHP2 ribonucleoprotein","Nhp2",2.39457048738435e-06,TRUE,2.76688163657938,TRUE
"1416606_s_at","NHP2 ribonucleoprotein","Nhp2",4.44801427663348e-07,TRUE,3.94716773059773,TRUE
"1416607_at","RIKEN cDNA 4931406C07 gene","4931406C07Rik",2.62252439431261e-08,TRUE,-1.47166206224041,TRUE
"1416608_a_at","cDNA sequence BC004004","BC004004",3.25267400115173e-08,TRUE,6.58476100670384,TRUE
"1416609_at","cDNA sequence BC004004","BC004004",1.27101039503366e-09,TRUE,4.53472263592219,TRUE
"1416610_a_at","chloride channel 3","Clcn3",7.00928567220748e-06,TRUE,-1.27453998543573,TRUE
"1416615_at","ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit","Clpp",3.75067747831117e-07,TRUE,2.00703441217985,TRUE
"1416616_s_at","ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit","Clpp",2.22553904778669e-05,TRUE,3.46489578376646,TRUE
"1416618_at","protoporphyrinogen oxidase","Ppox",3.97087041065382e-06,TRUE,2.26286763806454,TRUE
"1416620_at","SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1","Smarcal1",3.9409564944785e-09,TRUE,1.68640134749829,TRUE
"1416624_a_at","KxDL motif containing 1///ubiquitin A-52 residue ribosomal protein fusion product 1","Kxd1///Uba52",7.89383046196496e-09,TRUE,2.00735623719894,TRUE
"1416627_at","serine protease inhibitor, Kunitz type 1","Spint1",2.70263732083328e-07,TRUE,2.43372913059372,TRUE
"1416628_at","transmembrane protein 223","Tmem223",0.00269738704472443,TRUE,2.35592799982202,TRUE
"1416630_at","inhibitor of DNA binding 3","Id3",1.72095396601378e-06,TRUE,1.43401361078193,TRUE
"1416641_at","ligase I, DNA, ATP-dependent","Lig1",1.1695303093515e-07,TRUE,1.07404881522352,TRUE
"1416645_a_at","alpha fetoprotein","Afp",1.95019120987041e-05,TRUE,3.95581917511709,TRUE
"1416646_at","alpha fetoprotein","Afp",1.96369489505456e-05,TRUE,1.66558105137387,TRUE
"1416647_at","branched chain ketoacid dehydrogenase E1, alpha polypeptide","Bckdha",1.4766285642958e-05,TRUE,2.16602355883119,TRUE
"1416648_at","dynein cytoplasmic 1 heavy chain 1","Dync1h1",0.000131970816706949,TRUE,1.79837169893324,TRUE
"1416651_at","zinc finger, HIT domain containing 2","Znhit2",3.71930767078814e-05,TRUE,1.77615980255535,TRUE
"1416653_at","syntaxin binding protein 3A","Stxbp3a",6.71594121576402e-07,TRUE,3.67487751937426,TRUE
"1416654_at","solute carrier family 31, member 2","Slc31a2",5.28295973995105e-06,TRUE,-1.10064062610037,TRUE
"1416663_at","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9","Ndufa9",6.46960714446437e-09,TRUE,3.94738797098936,TRUE
"1416664_at","cell division cycle 20","Cdc20",5.93650212579875e-08,TRUE,-1.10920497970441,TRUE
"1416668_at","ER membrane protein complex subunit 2","Emc2",1.54456515793142e-08,TRUE,1.2226496630481,TRUE
"1416669_s_at","nascent polypeptide-associated complex alpha polypeptide","Naca",4.07918292029593e-10,TRUE,1.85115635455612,TRUE
"1416673_at","beta-site APP-cleaving enzyme 2","Bace2",3.15238776658094e-07,TRUE,1.10046830007539,TRUE
"1416679_at","ATP-binding cassette, sub-family D (ALD), member 3","Abcd3",3.62320157128326e-08,TRUE,1.99507150247473,TRUE
"1416680_at","ubiquitin protein ligase E3A","Ube3a",9.82543446777226e-05,TRUE,-1.21721680054553,TRUE
"1416681_at","ubiquitin protein ligase E3A","Ube3a",1.24712573324571e-06,TRUE,2.82076299789855,TRUE
"1416683_at","plexin B2","Plxnb2",3.52439092106115e-07,TRUE,3.521704326135,TRUE
"1416692_at","coilin","Coil",0.000186838529241509,TRUE,1.61159555692535,TRUE
"1416695_at","translocator protein","Tspo",0.000458957651586762,TRUE,-1.40501384593769,TRUE
"1416699_at","RIKEN cDNA 1110008F13 gene","1110008F13Rik",2.83205270528118e-10,TRUE,1.30905422740082,TRUE
"1416702_at","serine (or cysteine) peptidase inhibitor, clade I, member 1","Serpini1",2.20928840648221e-10,TRUE,1.31748380800838,TRUE
